"molecule","compound"
"ACT12_M_61089","sanguinarine"
"ACT12_M_61092","quinoxaline acaricides"
"ACT12_M_61093","chinomethionat"
"ACT12_M_61095","thioquinox"
"ACT12_M_61100","strobilurin acaricides"
"ACT12_M_61103","methoxyacrylate strobilurin acaricides"
"ACT12_M_61104","bifujunzhi"
"ACT12_M_61105","fluacrypyrim"
"ACT12_M_61111","flufenoxystrobin"
"ACT12_M_61113","pyriminostrobin"
"ACT12_M_61116","sulfite ester acaricides"
"ACT12_M_61133","aramite"
"ACT12_M_61159","propargite"
"ACT12_M_61165","tetronic acid acaricides"
"ACT12_M_61183","spirodiclofen"
"ACT12_M_61184","spiromesifen"
"ACT12_M_61192","tetrazine acaricides"
"ACT12_M_61194","clofentezine"
"ACT12_M_61217","diflovidazin"
"ACT12_M_61219","thiazolidine acaricides"
"ACT12_M_61253","flubenzimine"
"ACT12_M_61255","hexythiazox"
"ACT12_M_61259","thiocarbamate acaricides"
"ACT12_M_61265","fenothiocarb"
"ACT12_M_61268","thiourea acaricides"
"ACT12_M_61269","chloromethiuron"
"ACT12_M_61270","diafenthiuron"
"ACT12_M_61272","unclassified acaricides"
"ACT12_M_61296","acequinocyl"
"ACT12_M_61298","acynonapyr"
"ACT12_M_61301","amidoflumet"
"ACT12_M_61302","arsenous oxide"
"ACT12_M_61307","clenpirin"
"ACT12_M_61315","closantel"
"ACT12_M_61342","crotamiton"
"ACT12_M_61344","cycloprate"
"ACT12_M_61349","cymiazole"
"ACT12_M_61350","disulfiram"
"ACT12_M_61351","etoxazole"
"ACT12_M_61352","fenazaflor"
"ACT12_M_61353","fenazaquin"
"ACT12_M_61356","fluenetil"
"ACT12_M_61360","flupentiofenox"
"ACT12_M_61367","mesulfen"
"ACT12_M_61369","MNAF"
"ACT12_M_61372","nifluridide"
"ACT12_M_61394","nikkomycins"
"ACT12_M_61403","pyridaben"
"ACT12_M_61431","sulfiram"
"ACT12_M_61438","sulfluramid"
"ACT12_M_61463","sulfur"
"ACT12_M_61466","thuringiensin"
"ACT12_M_61467","triarathene"
"ACT12_M_61469","azobenzene"
"ACT12_M_61470","benzoximate"
"ACT12_M_61497","benzyl benzoate"
"ACT12_M_61498","bromopropylate"
"ACT12_M_61505","chlorbenside"
"ACT12_M_61509","chlorfenethol"
"ACT12_M_61512","chlorfenson"
"ACT12_M_61516","chlorfensulphide"
"ACT12_M_61519","chlorobenzilate"
"ACT12_M_61520","chloropropylate"
"ACT12_M_61522","cyflumetofen"
"ACT12_M_61524","DDT"
"ACT12_M_61527","dicofol"
"ACT12_M_61530","diphenyl sulfone"
"ACT12_M_61531","dofenapyn"
"ACT12_M_61559","fenson"
"ACT12_M_61567","fentrifanil"
"ACT12_M_61568","fluorbenside"
"ACT12_M_61569","genit"
"ACT12_M_61572","hexachlorophene"
"ACT12_M_61573","phenproxide"
"ACT12_M_61582","proclonol"
"ACT12_M_61583","tetradifon"
"ACT12_M_61584","tetrasul"
"ACT12_M_61585","oxime carbamate acaricides"
"ACT12_M_61586","aldicarb"
"ACT12_M_61587","butocarboxim"
"ACT12_M_61594","oxamyl"
"ACT12_M_61595","thiocarboxime"
"ACT12_M_61596","thiofanox"
"ACT12_M_61598","carbazate acaricides"
"ACT12_M_61599","bifenazate"
"ACT12_M_61606","dinitrophenol acaricides"
"ACT12_M_61613","binapacryl"
"ACT12_M_61614","dinex"
"ACT12_M_61617","dinobuton"
"ACT12_M_61618","dinocap"
"ACT12_M_61638","dinocap-4"
"ACT12_M_61661","dinocap-6"
"ACT12_M_61667","dinocton"
"ACT12_M_61690","dinopenton"
"ACT12_M_61691","dinosulfon"
"ACT12_M_61701","dinoterbon"
"ACT12_M_61703","DNOC"
"ACT12_M_61704","formamidine acaricides"
"ACT12_M_61705","amitraz"
"ACT12_M_61706","chlordimeform"
"ACT12_M_61707","chloromebuform"
"ACT12_M_61708","formetanate"
"ACT12_M_61709","formparanate"
"ACT12_M_61710","medimeform"
"ACT12_M_61719","semiamitraz"
"ACT12_M_61736","isoxazoline acaricides"
"ACT12_M_61737","afoxolaner"
"ACT12_M_61740","esafoxolaner"
"ACT12_M_61742","fluralaner"
"ACT12_M_61752","lotilaner"
"ACT12_M_61758","sarolaner"
"ACT12_M_61781","tigolaner"
"ACT12_M_61785","macrocyclic lactone acaricides"
"ACT12_M_61786","tetranactin"
"ACT12_M_61787","avermectin acaricides"
"ACT12_M_61788","abamectin"
"ACT12_M_61793","doramectin"
"ACT12_M_61823","eprinomectin"
"ACT12_M_61824","ivermectin"
"ACT12_M_61830","selamectin"
"ACT12_M_61839","milbemycin acaricides"
"ACT12_M_61843","milbemectin"
"ACT12_M_61844","milbemycin oxime"
"ACT12_M_61845","moxidectin"
"ACT12_M_61846","mite growth regulators"
"ACT12_M_61848","clofentezine"
"ACT12_M_61851","cyromazine"
"ACT12_M_61852","diflovidazin"
"ACT12_M_61858","dofenapyn"
"ACT12_M_61862","fluazuron"
"ACT12_M_61863","flubenzimine"
"ACT12_M_61873","flucycloxuron"
"ACT12_M_61874","flufenoxuron"
"ACT12_M_61876","hexythiazox"
"ACT12_M_61877","organochlorine acaricides"
"ACT12_M_61879","bromocyclen"
"ACT12_M_61880","camphechlor"
"ACT12_M_61881","DDT"
"ACT12_M_61887","dienochlor"
"ACT12_M_61888","endosulfan"
"ACT12_M_61889","lindane"
"ACT12_M_61890","organophosphorus acaricides"
"ACT12_M_61891","organophosphate acaricides"
"ACT12_M_61892","chlorfenvinphos"
"ACT12_M_61904","crotoxyphos"
"ACT12_M_61905","dichlorvos"
"ACT12_M_61906","heptenophos"
"ACT12_M_61907","mevinphos"
"ACT12_M_61908","monocrotophos"
"ACT12_M_61909","naled"
"ACT12_M_61910","TEPP"
"ACT12_M_61914","tetrachlorvinphos"
"ACT12_M_61925","organothiophosphate acaricides"
"ACT12_M_61926","amidithion"
"ACT12_M_61927","amiton"
"ACT12_M_61928","azinphos-ethyl"
"ACT12_M_61929","azinphos-methyl"
"ACT12_M_61934","azothoate"
"ACT12_M_61935","benoxafos"
"ACT12_M_61945","bromophos"
"ACT12_M_61949","bromophos-ethyl"
"ACT12_M_61952","carbophenothion"
"ACT12_M_61960","chlorpyrifos"
"ACT12_M_61961","chlorthiophos"
"ACT12_M_61962","coumaphos"
"ACT12_M_61963","cyanthoate"
"ACT12_M_61964","demeton"
"ACT12_M_61973","demeton-O"
"ACT12_M_61975","demeton-S"
"ACT12_M_61977","demeton-methyl"
"ACT12_M_61987","demeton-O-methyl"
"ACT12_M_61988","demeton-S-methyl"
"ACT12_M_61989","demeton-S-methylsulphon"
"ACT12_M_61994","dialifos"
"ACT12_M_61995","diazinon"
"ACT12_M_61996","dimethoate"
"ACT12_M_61997","dioxathion"
"ACT12_M_62004","disulfoton"
"ACT12_M_62010","endothion"
"ACT12_M_62032","ethion"
"ACT12_M_62033","ethoate-methyl"
"ACT12_M_62035","formothion"
"ACT12_M_62038","malathion"
"ACT12_M_62039","mecarbam"
"ACT12_M_62040","methacrifos"
"ACT12_M_62041","omethoate"
"ACT12_M_62042","oxydeprofos"
"ACT12_M_62043","oxydisulfoton"
"ACT12_M_62044","parathion"
"ACT12_M_62045","phenkapton"
"ACT12_M_62051","phorate"
"ACT12_M_62052","phosalone"
"ACT12_M_62055","phosmet"
"ACT12_M_62062","phostin"
"ACT12_M_62063","phoxim"
"ACT12_M_62064","pirimiphos-methyl"
"ACT12_M_62067","prothidathion"
"ACT12_M_62068","prothoate"
"ACT12_M_62072","pyrimitate"
"ACT12_M_62073","quinalphos"
"ACT12_M_62074","quintiofos"
"ACT12_M_62075","sophamide"
"ACT12_M_62076","sulfotep"
"ACT12_M_62077","thiometon"
"ACT12_M_62095","triazophos"
"ACT12_M_62097","trifenofos"
"ACT12_M_62098","vamidothion"
"ACT12_M_62099","phosphonate acaricides"
"ACT12_M_62118","trichlorfon"
"ACT12_M_62144","phosphoramidothioate acaricides"
"ACT12_M_62145","isocarbophos"
"ACT12_M_62150","methamidophos"
"ACT12_M_62151","propetamphos"
"ACT12_M_62158","phosphorodiamide acaricides"
"ACT12_M_62159","dimefox"
"ACT12_M_62178","mipafox"
"ACT12_M_62186","schradan"
"ACT12_M_62187","organotin acaricides"
"ACT12_M_62188","azocyclotin"
"ACT12_M_62204","cyhexatin"
"ACT12_M_62207","fenbutatin oxide"
"ACT12_M_62212","phostin"
"ACT12_M_62216","phenylsulfamide acaricides"
"ACT12_M_62226","dichlofluanid"
"ACT12_M_62234","phthalimide acaricides"
"ACT12_M_62235","dialifos"
"ACT12_M_62244","phosmet"
"ACT12_M_62245","pyrazole acaricides"
"ACT12_M_62248","cyenopyrafen"
"ACT12_M_62249","cyetpyrafen"
"ACT12_M_62264","fenpyroximate"
"ACT12_M_62270","phenylpyrazole acaricides"
"ACT12_M_62271","acetoprole"
"ACT12_M_62273","fipronil"
"ACT12_M_62279","vaniliprole"
"ACT12_M_62285","pyrazolecarboxamide acaricides"
"ACT12_M_62286","pyflubumide"
"ACT12_M_62287","tebufenpyrad"
"ACT12_M_62290","pyrethroid acaricides"
"ACT12_M_62291","pyrethroid ester acaricides"
"ACT12_M_62292","acrinathrin"
"ACT12_M_62293","bifenthrin"
"ACT12_M_62311","brofluthrinate"
"ACT12_M_62312","cyhalothrin"
"ACT12_M_62313","cypermethrin"
"ACT12_M_62314","alpha-cypermethrin"
"ACT12_M_62317","fenpropathrin"
"ACT12_M_62318","fenvalerate"
"ACT12_M_62319","flucythrinate"
"ACT12_M_62320","flumethrin"
"ACT12_M_62321","fluvalinate"
"ACT12_M_62322","tau-fluvalinate"
"ACT12_M_62323","permethrin"
"ACT12_M_62324","pyrethroid ether acaricides"
"ACT12_M_62373","halfenprox"
"ACT12_M_62400","pyrimidinamine acaricides"
"ACT12_M_62413","pyrimidifen"
"ACT12_M_62423","pyrrole acaricides"
"ACT12_M_62431","chlorfenapyr"
"ACT12_M_62439","quaternary ammonium acaricides"
"ACT12_M_62440","sanguinarine"
"ACT12_M_62442","quinoxaline acaricides"
"ACT12_M_62447","chinomethionat"
"ACT12_M_62456","thioquinox"
"ACT12_M_62459","strobilurin acaricides"
"ACT12_M_62464","methoxyacrylate strobilurin acaricides"
"ACT12_M_62465","bifujunzhi"
"ACT12_M_62467","fluacrypyrim"
"ACT12_M_62468","flufenoxystrobin"
"ACT12_M_62470","pyriminostrobin"
"ACT12_M_62471","sulfite ester acaricides"
"ACT12_M_62475","aramite"
"ACT12_M_62476","propargite"
"ACT12_M_62477","tetronic acid acaricides"
"ACT12_M_62478","spirodiclofen"
"ACT12_M_62490","spiromesifen"
"ACT12_M_62506","tetrazine acaricides"
"ACT12_M_62513","clofentezine"
"ACT12_M_62516","diflovidazin"
"ACT12_M_62518","thiazolidine acaricides"
"ACT12_M_62519","flubenzimine"
"ACT12_M_62521","hexythiazox"
"ACT12_M_62523","thiocarbamate acaricides"
"ACT12_M_62526","fenothiocarb"
"ACT12_M_62529","thiourea acaricides"
"ACT12_M_62541","chloromethiuron"
"ACT12_M_62546","diafenthiuron"
"ACT12_M_62547","unclassified acaricides"
"ACT12_M_62550","acequinocyl"
"ACT12_M_62551","acynonapyr"
"ACT12_M_62552","amidoflumet"
"ACT12_M_62553","arsenous oxide"
"ACT12_M_62559","clenpirin"
"ACT12_M_62561","closantel"
"ACT12_M_62562","crotamiton"
"ACT12_M_62563","cycloprate"
"ACT12_M_62564","cymiazole"
"ACT12_M_62567","disulfiram"
"ACT12_M_62568","etoxazole"
"ACT12_M_62570","fenazaflor"
"ACT12_M_62571","fenazaquin"
"ACT12_M_62573","fluenetil"
"ACT12_M_62574","flupentiofenox"
"ACT12_M_62575","mesulfen"
"ACT12_M_62576","MNAF"
"ACT12_M_62577","nifluridide"
"ACT12_M_62578","nikkomycins"
"ACT12_M_62596","pyridaben"
"ACT12_M_62597","sulfiram"
"ACT12_M_62631","sulfluramid"
"ACT12_M_62635","sulfur"
"ACT12_M_62637","thuringiensin"
"ACT12_M_62663","triarathene"
"ACT12_M_62664","azobenzene"
"ACT12_M_62668","benzoximate"
"ACT12_M_62676","benzyl benzoate"
"ACT12_M_62689","bromopropylate"
"ACT12_M_62690","chlorbenside"
"ACT12_M_62695","chlorfenethol"
"ACT12_M_62702","chlorfenson"
"ACT12_M_62707","chlorfensulphide"
"ACT12_M_62769","chlorobenzilate"
"ACT12_M_62787","chloropropylate"
"ACT12_M_62790","cyflumetofen"
"ACT12_M_62791","DDT"
"ACT12_M_62794","dicofol"
"ACT12_M_62798","diphenyl sulfone"
"ACT12_M_62799","dofenapyn"
"ACT12_M_62800","fenson"
"ACT12_M_62805","fentrifanil"
"ACT12_M_62808","fluorbenside"
"ACT12_M_62813","genit"
"ACT12_M_62814","hexachlorophene"
"ACT12_M_62815","phenproxide"
"ACT12_M_62816","proclonol"
"ACT12_M_62817","tetradifon"
"ACT12_M_62818","tetrasul"
"ACT12_M_62824","oxime carbamate acaricides"
"ACT12_M_62832","aldicarb"
"ACT12_M_62838","butocarboxim"
"ACT12_M_62840","oxamyl"
"ACT12_M_62842","thiocarboxime"
"ACT12_M_62867","thiofanox"
"ACT12_M_62868","carbazate acaricides"
"ACT12_M_62869","bifenazate"
"ACT12_M_62870","dinitrophenol acaricides"
"ACT12_M_62873","binapacryl"
"ACT12_M_62875","dinex"
"ACT12_M_62876","dinobuton"
"ACT12_M_62884","dinocap"
"ACT12_M_62885","dinocap-4"
"ACT12_M_62908","dinocap-6"
"ACT12_M_62913","dinocton"
"ACT12_M_62914","dinopenton"
"ACT12_M_62915","dinosulfon"
"ACT12_M_62938","dinoterbon"
"ACT12_M_62954","DNOC"
"ACT12_M_62957","formamidine acaricides"
"ACT12_M_62972","amitraz"
"ACT12_M_62973","chlordimeform"
"ACT12_M_62980","chloromebuform"
"ACT12_M_63015","formetanate"
"ACT12_M_63021","formparanate"
"ACT12_M_63026","medimeform"
"ACT12_M_63028","semiamitraz"
"ACT12_M_63030","isoxazoline acaricides"
"ACT12_M_63033","afoxolaner"
"ACT12_M_63042","esafoxolaner"
"ACT12_M_63045","fluralaner"
"ACT12_M_63047","lotilaner"
"ACT12_M_63049","sarolaner"
"ACT12_M_63050","tigolaner"
"ACT12_M_63051","macrocyclic lactone acaricides"
"ACT12_M_63054","tetranactin"
"ACT12_M_63060","avermectin acaricides"
"ACT12_M_63063","abamectin"
"ACT12_M_63066","doramectin"
"ACT12_M_63069","eprinomectin"
"ACT12_M_63072","ivermectin"
"ACT12_M_63073","selamectin"
"ACT12_M_63125","milbemycin acaricides"
"ACT12_M_63129","milbemectin"
"ACT12_M_63154","milbemycin oxime"
"ACT12_M_63205","moxidectin"
"ACT12_M_63210","mite growth regulators"
"ACT12_M_63217","clofentezine"
"ACT12_M_63218","cyromazine"
"ACT12_M_63230","diflovidazin"
"ACT12_M_63232","dofenapyn"
"ACT12_M_63233","fluazuron"
"ACT12_M_63236","flubenzimine"
"ACT12_M_63242","flucycloxuron"
"ACT12_M_63243","flufenoxuron"
"ACT12_M_63245","hexythiazox"
"ACT12_M_63246","organochlorine acaricides"
"ACT12_M_63256","bromocyclen"
"ACT12_M_63259","camphechlor"
"ACT12_M_63283","DDT"
"ACT12_M_63284","dienochlor"
"ACT12_M_63326","endosulfan"
"ACT12_M_63327","lindane"
"ACT12_M_63329","organophosphorus acaricides"
"ACT12_M_63350","organophosphate acaricides"
"ACT12_M_63355","chlorfenvinphos"
"ACT12_M_63357","crotoxyphos"
"ACT12_M_63361","dichlorvos"
"ACT12_M_63365","heptenophos"
"ACT12_M_63366","mevinphos"
"ACT12_M_63367","monocrotophos"
"ACT12_M_63369","naled"
"ACT12_M_63371","TEPP"
"ACT12_M_63388","tetrachlorvinphos"
"ACT12_M_63389","organothiophosphate acaricides"
"ACT12_M_63405","amidithion"
"ACT12_M_63415","amiton"
"ACT12_M_63416","azinphos-ethyl"
"ACT12_M_63417","azinphos-methyl"
"ACT12_M_63443","azothoate"
"ACT12_M_63445","benoxafos"
"ACT12_M_63446","bromophos"
"ACT12_M_63454","bromophos-ethyl"
"ACT12_M_63458","carbophenothion"
"ACT12_M_63466","chlorpyrifos"
"ACT12_M_63467","chlorthiophos"
"ACT12_M_63469","coumaphos"
"ACT12_M_63470","cyanthoate"
"ACT12_M_63471","demeton"
"ACT12_M_63474","demeton-O"
"ACT12_M_63478","demeton-S"
"ACT12_M_63479","demeton-methyl"
"ACT12_M_63527","demeton-O-methyl"
"ACT12_M_63535","demeton-S-methyl"
"ACT12_M_63538","demeton-S-methylsulphon"
"ACT12_M_63540","dialifos"
"ACT12_M_63544","diazinon"
"ACT12_M_63545","dimethoate"
"ACT12_M_63550","dioxathion"
"ACT12_M_63551","disulfoton"
"ACT12_M_63581","endothion"
"ACT12_M_63583","ethion"
"ACT12_M_63591","ethoate-methyl"
"ACT12_M_63592","formothion"
"ACT12_M_63593","malathion"
"ACT12_M_63594","mecarbam"
"ACT12_M_63596","methacrifos"
"ACT12_M_63599","omethoate"
"ACT12_M_63603","oxydeprofos"
"ACT12_M_63607","oxydisulfoton"
"ACT12_M_63610","parathion"
"ACT12_M_63611","phenkapton"
"ACT12_M_63612","phorate"
"ACT12_M_63646","phosalone"
"ACT12_M_63647","phosmet"
"ACT12_M_63658","phostin"
"ACT12_M_63669","phoxim"
"ACT12_M_63670","pirimiphos-methyl"
"ACT12_M_63678","prothidathion"
"ACT12_M_63679","prothoate"
"ACT12_M_63686","pyrimitate"
"ACT12_M_63692","quinalphos"
"ACT12_M_63705","quintiofos"
"ACT12_M_63707","sophamide"
"ACT12_M_63708","sulfotep"
"ACT12_M_63709","thiometon"
"ACT12_M_63738","triazophos"
"ACT12_M_63773","trifenofos"
"ACT12_M_63776","vamidothion"
"ACT12_M_63782","phosphonate acaricides"
"ACT12_M_63783","trichlorfon"
"ACT12_M_63789","phosphoramidothioate acaricides"
"ACT12_M_63794","isocarbophos"
"ACT12_M_63800","methamidophos"
"ACT12_M_63807","propetamphos"
"ACT12_M_63815","phosphorodiamide acaricides"
"ACT12_M_63818","dimefox"
"ACT12_M_63819","mipafox"
"ACT12_M_63820","schradan"
"ACT12_M_63822","organotin acaricides"
"ACT12_M_63823","azocyclotin"
"ACT12_M_63824","cyhexatin"
"ACT12_M_63880","fenbutatin oxide"
"ACT12_M_63883","phostin"
"ACT12_M_63892","phenylsulfamide acaricides"
"ACT12_M_63893","dichlofluanid"
"ACT12_M_63894","phthalimide acaricides"
"ACT12_M_63895","dialifos"
"ACT12_M_63896","phosmet"
"ACT12_M_63897","pyrazole acaricides"
"ACT12_M_63898","cyenopyrafen"
"ACT12_M_63900","cyetpyrafen"
"ACT12_M_63919","fenpyroximate"
"ACT12_M_63923","phenylpyrazole acaricides"
"ACT12_M_63924","acetoprole"
"ACT12_M_63926","fipronil"
"ACT12_M_63927","vaniliprole"
"ACT12_M_63928","pyrazolecarboxamide acaricides"
"ACT12_M_63929","pyflubumide"
"ACT12_M_63930","tebufenpyrad"
"ACT12_M_63933","pyrethroid acaricides"
"ACT12_M_63936","pyrethroid ester acaricides"
"ACT12_M_63938","acrinathrin"
"ACT12_M_63939","bifenthrin"
"ACT12_M_63941","brofluthrinate"
"ACT12_M_63943","cyhalothrin"
"ACT12_M_63945","cypermethrin"
"ACT12_M_63948","alpha-cypermethrin"
"ACT12_M_63949","fenpropathrin"
"ACT12_M_63950","fenvalerate"
"ACT12_M_63951","flucythrinate"
"ACT12_M_63953","flumethrin"
"ACT12_M_63955","fluvalinate"
"ACT12_M_63964","tau-fluvalinate"
"ACT12_M_63966","permethrin"
"ACT12_M_63968","pyrethroid ether acaricides"
"ACT12_M_63970","halfenprox"
"ACT12_M_63971","pyrimidinamine acaricides"
"ACT12_M_63992","pyrimidifen"
"ACT12_M_63994","pyrrole acaricides"
"ACT12_M_64002","chlorfenapyr"
"ACT12_M_64080","quaternary ammonium acaricides"
"ACT12_M_64088","sanguinarine"
"ACT12_M_64092","quinoxaline acaricides"
"ACT12_M_64109","chinomethionat"
"ACT12_M_64142","thioquinox"
"ACT12_M_64163","strobilurin acaricides"
"ACT12_M_64170","methoxyacrylate strobilurin acaricides"
"ACT12_M_64172","bifujunzhi"
"ACT12_M_64176","fluacrypyrim"
"ACT12_M_64177","flufenoxystrobin"
"ACT12_M_64178","pyriminostrobin"
"ACT12_M_64182","sulfite ester acaricides"
"ACT12_M_64189","aramite"
"ACT12_M_64196","propargite"
"ACT12_M_64197","tetronic acid acaricides"
"ACT12_M_64244","spirodiclofen"
"ACT12_M_64247","spiromesifen"
"ACT12_M_64265","tetrazine acaricides"
"ACT12_M_64268","clofentezine"
"ACT12_M_64274","diflovidazin"
"ACT12_M_64275","thiazolidine acaricides"
"ACT12_M_64278","flubenzimine"
"ACT12_M_64279","hexythiazox"
"ACT12_M_64287","thiocarbamate acaricides"
"ACT12_M_64294","fenothiocarb"
"ACT12_M_64301","thiourea acaricides"
"ACT12_M_64302","chloromethiuron"
"ACT12_M_64329","diafenthiuron"
"ACT12_M_64335","unclassified acaricides"
"ACT12_M_64336","acequinocyl"
"ACT12_M_64337","acynonapyr"
"ACT12_M_64338","amidoflumet"
"ACT12_M_64339","arsenous oxide"
"ACT12_M_64340","clenpirin"
"ACT12_M_64341","closantel"
"ACT12_M_64342","crotamiton"
"ACT12_M_64343","cycloprate"
"ACT12_M_64344","cymiazole"
"ACT12_M_64363","disulfiram"
"ACT12_M_64364","etoxazole"
"ACT12_M_64366","fenazaflor"
"ACT12_M_64368","fenazaquin"
"ACT12_M_64369","fluenetil"
"ACT12_M_64372","flupentiofenox"
"ACT12_M_64374","mesulfen"
"ACT12_M_64423","MNAF"
"ACT12_M_64425","nifluridide"
"ACT12_M_64452","nikkomycins"
"ACT12_M_64454","pyridaben"
"ACT12_M_64460","sulfiram"
"ACT12_M_64464","sulfluramid"
"ACT12_M_64467","sulfur"
"ACT12_M_64468","thuringiensin"
"ACT12_M_64474","triarathene"
"ACT12_M_64475","azobenzene"
"ACT12_M_64476","benzoximate"
"ACT12_M_64480","benzyl benzoate"
"ACT12_M_64483","bromopropylate"
"ACT12_M_64499","chlorbenside"
"ACT12_M_64514","chlorfenethol"
"ACT12_M_64515","chlorfenson"
"ACT12_M_64516","chlorfensulphide"
"ACT12_M_64518","chlorobenzilate"
"ACT12_M_64523","chloropropylate"
"ACT12_M_64525","cyflumetofen"
"ACT12_M_64528","DDT"
"ACT12_M_64529","dicofol"
"ACT12_M_64531","diphenyl sulfone"
"ACT12_M_64532","dofenapyn"
"ACT12_M_64550","fenson"
"ACT12_M_64552","fentrifanil"
"ACT12_M_64553","fluorbenside"
"ACT12_M_64555","genit"
"ACT12_M_64557","hexachlorophene"
"ACT12_M_64562","phenproxide"
"ACT12_M_64571","proclonol"
"ACT12_M_64589","tetradifon"
"ACT12_M_64597","tetrasul"
"ACT12_M_64607","oxime carbamate acaricides"
"ACT12_M_64608","aldicarb"
"ACT12_M_64614","butocarboxim"
"ACT12_M_64617","oxamyl"
"ACT12_M_64623","thiocarboxime"
"ACT12_M_64624","thiofanox"
"ACT12_M_64627","carbazate acaricides"
"ACT12_M_64628","bifenazate"
"ACT12_M_64629","dinitrophenol acaricides"
"ACT12_M_64630","binapacryl"
"ACT12_M_64631","dinex"
"ACT12_M_64632","dinobuton"
"ACT12_M_64633","dinocap"
"ACT12_M_64634","dinocap-4"
"ACT12_M_64637","dinocap-6"
"ACT12_M_64638","dinocton"
"ACT12_M_64639","dinopenton"
"ACT12_M_64640","dinosulfon"
"ACT12_M_64641","dinoterbon"
"ACT12_M_64642","DNOC"
"ACT12_M_64644","formamidine acaricides"
"ACT12_M_64704","amitraz"
"ACT12_M_64726","chlordimeform"
"ACT12_M_64727","chloromebuform"
"ACT12_M_64728","formetanate"
"ACT12_M_64729","formparanate"
"ACT12_M_64730","medimeform"
"ACT12_M_64731","semiamitraz"
"ACT12_M_64732","isoxazoline acaricides"
"ACT12_M_64733","afoxolaner"
"ACT12_M_64736","esafoxolaner"
"ACT12_M_64737","fluralaner"
"ACT12_M_64738","lotilaner"
"ACT12_M_64739","sarolaner"
"ACT12_M_64740","tigolaner"
"ACT12_M_64741","macrocyclic lactone acaricides"
"ACT12_M_64750","tetranactin"
"ACT12_M_64762","avermectin acaricides"
"ACT12_M_64802","abamectin"
"ACT12_M_64804","doramectin"
"ACT12_M_64812","eprinomectin"
"ACT12_M_64899","ivermectin"
"ACT12_M_64900","selamectin"
"ACT12_M_64901","milbemycin acaricides"
"ACT12_M_64972","milbemectin"
"ACT12_M_64973","milbemycin oxime"
"ACT12_M_64974","moxidectin"
"ACT12_M_64975","mite growth regulators"
"ACT12_M_64981","clofentezine"
"ACT12_M_64982","cyromazine"
"ACT12_M_64984","diflovidazin"
"ACT12_M_64986","dofenapyn"
"ACT12_M_64987","fluazuron"
"ACT12_M_64988","flubenzimine"
"ACT12_M_64992","flucycloxuron"
"ACT12_M_64993","flufenoxuron"
"ACT12_M_64994","hexythiazox"
"ACT12_M_64996","organochlorine acaricides"
"ACT12_M_65045","bromocyclen"
"ACT12_M_65047","camphechlor"
"ACT12_M_65048","DDT"
"ACT12_M_65054","dienochlor"
"ACT12_M_65056","endosulfan"
"ACT12_M_65059","lindane"
"ACT12_M_65071","organophosphorus acaricides"
"ACT12_M_65072","organophosphate acaricides"
"ACT12_M_65076","chlorfenvinphos"
"ACT12_M_65079","crotoxyphos"
"ACT12_M_65080","dichlorvos"
"ACT12_M_65081","heptenophos"
"ACT12_M_65082","mevinphos"
"ACT12_M_65085","monocrotophos"
"ACT12_M_65089","naled"
"ACT12_M_65091","TEPP"
"ACT12_M_65092","tetrachlorvinphos"
"ACT12_M_65093","organothiophosphate acaricides"
"ACT12_M_65094","amidithion"
"ACT12_M_65096","amiton"
"ACT12_M_65097","azinphos-ethyl"
"ACT12_M_65098","azinphos-methyl"
"ACT12_M_65099","azothoate"
"ACT12_M_65100","benoxafos"
"ACT12_M_65101","bromophos"
"ACT12_M_65114","bromophos-ethyl"
"ACT12_M_65115","carbophenothion"
"ACT12_M_65120","chlorpyrifos"
"ACT12_M_65123","chlorthiophos"
"ACT12_M_65124","coumaphos"
"ACT12_M_65125","cyanthoate"
"ACT12_M_65126","demeton"
"ACT12_M_65137","demeton-O"
"ACT12_M_65154","demeton-S"
"ACT12_M_65156","demeton-methyl"
"ACT12_M_65161","demeton-O-methyl"
"ACT12_M_65165","demeton-S-methyl"
"ACT12_M_65184","demeton-S-methylsulphon"
"ACT12_M_65189","dialifos"
"ACT12_M_65190","diazinon"
"ACT12_M_65198","dimethoate"
"ACT12_M_65199","dioxathion"
"ACT12_M_65223","disulfoton"
"ACT12_M_65225","endothion"
"ACT12_M_65259","ethion"
"ACT12_M_65266","ethoate-methyl"
